study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 3536from: 4000 successful	time increment: 0.24254465103149414	 total time: 833.7818727493286
study: 3537from: 4000 successful	time increment: 0.2338244915008545	 total time: 834.0156972408295
study: 3538from: 4000 successful	time increment: 0.26012206077575684	 total time: 834.2758193016052
study: 3539from: 4000 successful	time increment: 0.15822529792785645	 total time: 834.4340445995331
study: 3540from: 4000 successful	time increment: 0.27619051933288574	 total time: 834.710235118866
study: 3541from: 4000 successful	time increment: 0.2777543067932129	 total time: 834.9879894256592
study: 3542from: 4000 successful	time increment: 0.267810583114624	 total time: 835.2558000087738
study: 3543from: 4000 successful	time increment: 0.27846240997314453	 total time: 835.534262418747
study: 3544from: 4000 successful	time increment: 0.2728569507598877	 total time: 835.8071193695068
study: 3545from: 4000 successful	time increment: 0.26149916648864746	 total time: 836.0686185359955
study: 3546from: 4000 successful	time increment: 0.2741107940673828	 total time: 836.3427293300629
study: 3547from: 4000 successful	time increment: 0.20733022689819336	 total time: 836.5500595569611
study: 3548from: 4000 successful	time increment: 0.22903132438659668	 total time: 836.7790908813477
study: 3549from: 4000 successful	time increment: 0.44106531143188477	 total time: 837.2201561927795
study: 3550from: 4000 successful	time increment: 0.2034742832183838	 total time: 837.4236304759979
study: 3551from: 4000 successful	time increment: 0.23037171363830566	 total time: 837.6540021896362
study: 3552from: 4000 successful	time increment: 0.25952959060668945	 total time: 837.9135317802429
study: 3553from: 4000 successful	time increment: 0.3320446014404297	 total time: 838.2455763816833
study: 3554from: 4000 successful	time increment: 0.3723328113555908	 total time: 838.6179091930389
study: 3555from: 4000 successful	time increment: 0.302675724029541	 total time: 838.9205849170685
study: 3556from: 4000 successful	time increment: 0.18842244148254395	 total time: 839.109007358551
study: 3557from: 4000 successful	time increment: 0.2213606834411621	 total time: 839.3303680419922
study: 3558from: 4000 successful	time increment: 0.3173329830169678	 total time: 839.6477010250092
study: 3559from: 4000 successful	time increment: 0.33522987365722656	 total time: 839.9829308986664
study: 3560from: 4000 successful	time increment: 0.3491659164428711	 total time: 840.3320968151093
study: 3561from: 4000 successful	time increment: 0.29720640182495117	 total time: 840.6293032169342
study: 3562from: 4000 successful	time increment: 0.25108957290649414	 total time: 840.8803927898407
study: 3563from: 4000 successful	time increment: 0.20434927940368652	 total time: 841.0847420692444
study: 3564from: 4000 successful	time increment: 0.32877397537231445	 total time: 841.4135160446167
study: 3565from: 4000 successful	time increment: 0.2721896171569824	 total time: 841.6857056617737
study: 3566from: 4000 successful	time increment: 0.20940756797790527	 total time: 841.8951132297516
study: 3567from: 4000 successful	time increment: 0.23337745666503906	 total time: 842.1284906864166
study: 3568from: 4000 successful	time increment: 0.19648027420043945	 total time: 842.3249709606171
study: 3569from: 4000 successful	time increment: 0.21022939682006836	 total time: 842.5352003574371
study: 3570from: 4000 successful	time increment: 0.22533726692199707	 total time: 842.7605376243591
study: 3571from: 4000 successful	time increment: 0.1846623420715332	 total time: 842.9451999664307
study: 3572from: 4000 successful	time increment: 0.3234100341796875	 total time: 843.2686100006104
study: 3573from: 4000 successful	time increment: 0.31789445877075195	 total time: 843.5865044593811
study: 3574from: 4000 successful	time increment: 0.23125720024108887	 total time: 843.8177616596222
study: 3575from: 4000 successful	time increment: 0.17180800437927246	 total time: 843.9895696640015
study: 3576from: 4000 successful	time increment: 0.27248644828796387	 total time: 844.2620561122894
study: 3577from: 4000 successful	time increment: 0.26761317253112793	 total time: 844.5296692848206
study: 3578from: 4000 successful	time increment: 0.2215886116027832	 total time: 844.7512578964233
study: 3579from: 4000 successful	time increment: 0.17931509017944336	 total time: 844.9305729866028
study: 3580from: 4000 successful	time increment: 0.1447896957397461	 total time: 845.0753626823425
study: 3581from: 4000 successful	time increment: 0.32230663299560547	 total time: 845.3976693153381
study: 3582from: 4000 successful	time increment: 0.2443101406097412	 total time: 845.6419794559479
study: 3583from: 4000 successful	time increment: 0.2884976863861084	 total time: 845.930477142334
study: 3584from: 4000 successful	time increment: 0.2405548095703125	 total time: 846.1710319519043
study: 3585from: 4000 successful	time increment: 0.2100391387939453	 total time: 846.3810710906982
study: 3586from: 4000 successful	time increment: 0.23778319358825684	 total time: 846.6188542842865
study: 3587from: 4000 successful	time increment: 0.13048768043518066	 total time: 846.7493419647217
study: 3588from: 4000 successful	time increment: 0.17944717407226562	 total time: 846.928789138794
study: 3589from: 4000 successful	time increment: 0.271129846572876	 total time: 847.1999189853668
study: 3590from: 4000 successful	time increment: 0.21494054794311523	 total time: 847.4148595333099
study: 3591from: 4000 successful	time increment: 0.25080227851867676	 total time: 847.6656618118286
study: 3592from: 4000 successful	time increment: 0.2597651481628418	 total time: 847.9254269599915
study: 3593from: 4000 successful	time increment: 0.1543898582458496	 total time: 848.0798168182373
study: 3594from: 4000 successful	time increment: 0.2875092029571533	 total time: 848.3673260211945
study: 3595from: 4000 successful	time increment: 0.20479583740234375	 total time: 848.5721218585968
study: 3596from: 4000 successful	time increment: 0.13355278968811035	 total time: 848.7056746482849
study: 3597from: 4000 successful	time increment: 0.21164631843566895	 total time: 848.9173209667206
study: 3598from: 4000 successful	time increment: 0.4212467670440674	 total time: 849.3385677337646
study: 3599from: 4000 successful	time increment: 0.1942734718322754	 total time: 849.5328412055969
study: 3600from: 4000 successful	time increment: 0.23316574096679688	 total time: 849.7660069465637
study: 3601from: 4000 successful	time increment: 0.3203296661376953	 total time: 850.0863366127014
study: 3602from: 4000 successful	time increment: 0.32106494903564453	 total time: 850.4074015617371
study: 3603from: 4000 successful	time increment: 0.19925451278686523	 total time: 850.6066560745239
study: 3604from: 4000 successful	time increment: 0.2844874858856201	 total time: 850.8911435604095
study: 3605from: 4000 successful	time increment: 0.22485113143920898	 total time: 851.1159946918488
study: 3606from: 4000 successful	time increment: 0.20527863502502441	 total time: 851.3212733268738
study: 3607from: 4000 successful	time increment: 0.28506040573120117	 total time: 851.606333732605
study: 3608from: 4000 successful	time increment: 0.2130122184753418	 total time: 851.8193459510803
study: 3609from: 4000 successful	time increment: 0.18839120864868164	 total time: 852.007737159729
study: 3610from: 4000 successful	time increment: 0.30443525314331055	 total time: 852.3121724128723
study: 3611from: 4000 successful	time increment: 0.1952214241027832	 total time: 852.5073938369751
study: 3612from: 4000 successful	time increment: 0.22533011436462402	 total time: 852.7327239513397
study: 3613from: 4000 successful	time increment: 0.20808744430541992	 total time: 852.9408113956451
study: 3614from: 4000 successful	time increment: 0.2220463752746582	 total time: 853.1628577709198
study: 3615from: 4000 successful	time increment: 0.27054738998413086	 total time: 853.4334051609039
study: 3616from: 4000 successful	time increment: 0.1984250545501709	 total time: 853.6318302154541
study: 3617from: 4000 successful	time increment: 0.2818875312805176	 total time: 853.9137177467346
study: 3618from: 4000 successful	time increment: 0.1618790626525879	 total time: 854.0755968093872
study: 3619from: 4000 successful	time increment: 0.2523362636566162	 total time: 854.3279330730438
study: 3620from: 4000 successful	time increment: 0.23629331588745117	 total time: 854.5642263889313
study: 3621from: 4000 successful	time increment: 0.19432711601257324	 total time: 854.7585535049438
study: 3622from: 4000 successful	time increment: 0.21638059616088867	 total time: 854.9749341011047
study: 3623from: 4000 successful	time increment: 0.4172639846801758	 total time: 855.3921980857849
study: 3624from: 4000 successful	time increment: 0.20017647743225098	 total time: 855.5923745632172
study: 3625from: 4000 successful	time increment: 0.2953610420227051	 total time: 855.8877356052399
study: 3626from: 4000 successful	time increment: 0.16322088241577148	 total time: 856.0509564876556
study: 3627from: 4000 successful	time increment: 0.267195463180542	 total time: 856.3181519508362
study: 3628from: 4000 successful	time increment: 0.24897098541259766	 total time: 856.5671229362488
study: 3629from: 4000 successful	time increment: 0.3049197196960449	 total time: 856.8720426559448
study: 3630from: 4000 successful	time increment: 0.2134718894958496	 total time: 857.0855145454407
study: 3631from: 4000 successful	time increment: 0.1860060691833496	 total time: 857.271520614624
study: 3632from: 4000 successful	time increment: 0.1961679458618164	 total time: 857.4676885604858
study: 3633from: 4000 successful	time increment: 0.1647329330444336	 total time: 857.6324214935303
study: 3634from: 4000 successful	time increment: 0.2625613212585449	 total time: 857.8949828147888
study: 3635from: 4000 successful	time increment: 0.12140202522277832	 total time: 858.0163848400116
study: 3636from: 4000 successful	time increment: 0.15700769424438477	 total time: 858.173392534256
study: 3637from: 4000 successful	time increment: 0.20485806465148926	 total time: 858.3782505989075
study: 3638from: 4000 successful	time increment: 0.2013413906097412	 total time: 858.5795919895172
study: 3639from: 4000 successful	time increment: 0.1560530662536621	 total time: 858.7356450557709
study: 3640from: 4000 successful	time increment: 0.22716832160949707	 total time: 858.9628133773804
study: 3641from: 4000 successful	time increment: 0.2915620803833008	 total time: 859.2543754577637
study: 3642from: 4000 successful	time increment: 0.20063114166259766	 total time: 859.4550065994263
study: 3643from: 4000 successful	time increment: 0.10688924789428711	 total time: 859.5618958473206
study: 3644from: 4000 successful	time increment: 0.131195068359375	 total time: 859.6930909156799
study: 3645from: 4000 successful	time increment: 0.32129859924316406	 total time: 860.0143895149231
study: 3646from: 4000 successful	time increment: 0.12288069725036621	 total time: 860.1372702121735
study: 3647from: 4000 successful	time increment: 0.24887990951538086	 total time: 860.3861501216888
